Curve,FPR,TPR,TPR_Lower,TPR_Upper,AUC,AUC_CI_Lower,AUC_CI_Upper
Infrared thermography,0.05021834061135371,0.15370705244122965,,,,,
Infrared thermography,0.05240174672489083,0.15370705244122965,,,,,
Infrared thermography,0.05240174672489083,0.15913200723327306,,,,,
Infrared thermography,0.05458515283842795,0.15913200723327306,,,,,
Infrared thermography,0.05458515283842795,0.16636528028933092,,,,,
Infrared thermography,0.056768558951965066,0.16636528028933092,,,,,
Infrared thermography,0.056768558951965066,0.17902350813743217,,,,,
Infrared thermography,0.05895196506550218,0.17902350813743217,,,,,
Infrared thermography,0.05895196506550218,0.18625678119349007,,,,,
Infrared thermography,0.06331877729257641,0.18625678119349007,,,,,
Infrared thermography,0.06331877729257641,0.18806509945750452,,,,,
Infrared thermography,0.06550218340611354,0.18806509945750452,,,,,
Infrared thermography,0.06550218340611354,0.19529837251356238,,,,,
Infrared thermography,0.06768558951965066,0.19529837251356238,,,,,
Infrared thermography,0.06768558951965066,0.20614828209764918,,,,,
Infrared thermography,0.06986899563318777,0.20614828209764918,,,,,
Infrared thermography,0.06986899563318777,0.21518987341772153,,,,,
Infrared thermography,0.07205240174672489,0.21518987341772153,,,,,
Infrared thermography,0.07205240174672489,0.22784810126582278,,,,,
Infrared thermography,0.07423580786026202,0.22784810126582278,,,,,
Infrared thermography,0.07423580786026202,0.22965641952983726,,,,,
Infrared thermography,0.07860262008733625,0.22965641952983726,,,,,
Infrared thermography,0.07860262008733625,0.2332730560578662,,,,,
Infrared thermography,0.08078602620087336,0.2332730560578662,,,,,
Infrared thermography,0.08078602620087336,0.24050632911392406,,,,,
Infrared thermography,0.08296943231441048,0.24050632911392406,,,,,
Infrared thermography,0.08296943231441048,0.2549728752260398,,,,,
Infrared thermography,0.08733624454148471,0.2549728752260398,,,,,
Infrared thermography,0.08733624454148471,0.25678119349005424,,,,,
Infrared thermography,0.08951965065502183,0.25678119349005424,,,,,
Infrared thermography,0.08951965065502183,0.2820976491862568,,,,,
